Timestamp,X,Y,Z,timestamp
13-Sep-2023 16:26:31.640,0.022304,0.571661,10.187066,0
13-Sep-2023 16:26:31.650,-0.032333,0.656385,10.305021,0.0100000000020373
13-Sep-2023 16:26:31.660,-0.069156,0.723146,10.277628,0.0200000000040745
13-Sep-2023 16:26:31.670,-0.175884,0.75982,10.157577,0.0299999999988358
13-Sep-2023 16:26:31.680,-0.369581,0.695753,9.946965,0.0400000000008731
13-Sep-2023 16:26:31.690,-0.478555,0.632135,9.802366,0.0500000000029104
13-Sep-2023 16:26:31.700,-0.407602,0.62031,9.69938,0.0599999999976717
13-Sep-2023 16:26:31.710,-0.199984,0.5772,9.635912,0.069999999999709
13-Sep-2023 16:26:31.720,-0.064666,0.574356,9.604627,0.0800000000017462
13-Sep-2023 16:26:31.730,0.009131,0.571362,9.654922,0.0900000000037835
13-Sep-2023 16:26:31.740,0.012873,0.590821,9.825568,0.0999999999985448
13-Sep-2023 16:26:31.750,-0.005239,0.649499,9.963431,0.110000000000582
13-Sep-2023 16:26:31.760,-0,0.667312,10.045909,0.120000000002619
13-Sep-2023 16:26:31.770,0.078736,0.640967,10.01702,0.129999999997381
13-Sep-2023 16:26:31.780,0.238454,0.587528,9.871971,0.139999999999418
13-Sep-2023 16:26:31.790,0.336201,0.696352,9.780811,0.150000000001455
13-Sep-2023 16:26:31.800,0.225431,0.835113,9.734108,0.160000000003492
13-Sep-2023 16:26:31.810,0.225431,0.830623,9.634715,0.169999999998254
13-Sep-2023 16:26:31.821,0.361199,0.788111,9.568851,0.181000000004133
13-Sep-2023 16:26:31.831,0.432301,0.791704,9.55972,0.190999999998894
13-Sep-2023 16:26:31.841,0.181423,0.721051,9.528735,0.201000000000931
13-Sep-2023 16:26:31.851,-0.063318,0.708327,9.594748,0.211000000002969
13-Sep-2023 16:26:31.861,-0.174986,0.780477,9.676927,0.22099999999773
13-Sep-2023 16:26:31.871,-0.180674,0.794099,9.643396,0.230999999999767
13-Sep-2023 16:26:31.881,-0.154628,0.901875,9.592652,0.241000000001804
13-Sep-2023 16:26:31.891,-0.135768,0.906814,9.624985,0.251000000003842
13-Sep-2023 16:26:31.901,-0.224234,1.099314,9.668993,0.260999999998603
13-Sep-2023 16:26:31.911,-0.506696,1.070723,9.758507,0.27100000000064
13-Sep-2023 16:26:31.921,-0.501607,0.75024,9.575737,0.281000000002678
13-Sep-2023 16:26:31.931,-0.298928,0.406405,9.327104,0.290999999997439
13-Sep-2023 16:26:31.941,-0.247885,0.45221,9.429042,0.300999999999476
13-Sep-2023 16:26:31.951,-0.200733,0.592618,9.605525,0.311000000001513
13-Sep-2023 16:26:31.961,-0.187859,0.60115,9.788445,0.321000000003551
13-Sep-2023 16:26:31.971,-0.281115,0.40416,9.988279,0.330999999998312
13-Sep-2023 16:26:31.981,-0.281115,0.347577,10.142309,0.341000000000349
13-Sep-2023 16:26:31.991,-0.292791,0.388742,10.219848,0.351000000002387
13-Sep-2023 16:26:32.001,-0.228126,0.517923,10.289603,0.360999999997148
13-Sep-2023 16:26:32.011,-0.070952,0.541125,10.143057,0.370999999999185
13-Sep-2023 16:26:32.021,-0.00973,0.386047,9.802516,0.381000000001222
13-Sep-2023 16:26:32.031,-0.084874,0.290695,9.470955,0.39100000000326
13-Sep-2023 16:26:32.041,-0.095651,0.448467,9.334888,0.400999999998021
13-Sep-2023 16:26:32.051,-0.023052,0.635728,9.392368,0.411000000000058
13-Sep-2023 16:26:32.061,-0.030536,0.672851,9.551637,0.421000000002095
13-Sep-2023 16:26:32.071,0.001946,0.668959,9.80985,0.431000000004133
13-Sep-2023 16:26:32.081,0.012724,0.651445,10.013427,0.440999999998894
13-Sep-2023 16:26:32.091,-0.038769,0.625399,10.00714,0.451000000000931
13-Sep-2023 16:26:32.101,-0.076042,0.547561,9.87751,0.461000000002969
13-Sep-2023 16:26:32.111,-0.205672,0.309706,9.743987,0.47099999999773
13-Sep-2023 16:26:32.121,-0.350571,0.17289,9.631421,0.480999999999767
13-Sep-2023 16:26:32.131,-0.492326,0.184566,9.676777,0.491000000001804
13-Sep-2023 16:26:32.141,-0.917592,0.049098,9.772728,0.501000000003842
13-Sep-2023 16:26:32.151,-0.891995,0.200134,9.678274,0.510999999998603
13-Sep-2023 16:26:32.161,-0.706381,0.426313,9.514215,0.52100000000064
13-Sep-2023 16:26:32.171,-0.210313,0.426763,9.524244,0.531000000002678
13-Sep-2023 16:26:32.181,0.401914,0.335153,9.844279,0.540999999997439
13-Sep-2023 16:26:32.191,0.803679,0.333506,10.042467,0.550999999999476
13-Sep-2023 16:26:32.201,0.675994,0.361947,10.336455,0.561000000001513
13-Sep-2023 16:26:32.211,0.031285,0.374521,10.399324,0.571000000003551
13-Sep-2023 16:26:32.221,-0.496068,0.510588,10.151739,0.580999999998312
13-Sep-2023 16:26:32.231,-0.814456,0.641266,9.949809,0.591000000000349
13-Sep-2023 16:26:32.241,-0.885109,0.554447,9.916429,0.601000000002387
13-Sep-2023 16:26:32.251,-0.750689,0.348026,9.827214,0.610999999997148
13-Sep-2023 16:26:32.261,-0.603395,0.113314,9.670191,0.620999999999185
13-Sep-2023 16:26:32.271,-0.723745,-0.127385,9.517059,0.631000000001222
13-Sep-2023 16:26:32.281,-0.868793,-0.121398,9.703721,0.64100000000326
13-Sep-2023 16:26:32.291,-0.982557,-0.097747,10.011481,0.650999999998021
13-Sep-2023 16:26:32.301,-1.087339,-0.138013,10.11761,0.661000000000058
13-Sep-2023 16:26:32.312,-1.364862,-0.228275,10.168205,0.671999999998661
13-Sep-2023 16:26:32.322,-1.585054,-0.339494,10.040072,0.682000000000698
13-Sep-2023 16:26:32.332,-1.581611,-0.295336,9.842482,0.692000000002736
13-Sep-2023 16:26:32.342,-1.397793,-0.111967,9.781559,0.701999999997497
13-Sep-2023 16:26:32.352,-1.161135,0.001347,9.770482,0.711999999999534
13-Sep-2023 16:26:32.362,-0.872386,0.064516,9.736353,0.722000000001572
13-Sep-2023 16:26:32.372,-0.621208,0.143402,9.576186,0.732000000003609
13-Sep-2023 16:26:32.382,-0.580044,0.250878,9.459279,0.74199999999837
13-Sep-2023 16:26:32.392,-0.670755,0.215402,9.457184,0.752000000000407
13-Sep-2023 16:26:32.402,-0.950224,0.074545,9.683663,0.762000000002445
13-Sep-2023 16:26:32.412,-1.251547,-0.073497,10.015074,0.771999999997206
13-Sep-2023 16:26:32.422,-1.223406,-0.074096,10.14201,0.781999999999243
13-Sep-2023 16:26:32.432,-0.966241,0.064516,9.981394,0.792000000001281
13-Sep-2023 16:26:32.442,-0.749491,0.183967,9.730216,0.802000000003318
13-Sep-2023 16:26:32.452,-0.652643,0.19699,9.495504,0.811999999998079
13-Sep-2023 16:26:32.462,-0.482746,0.257614,9.359437,0.822000000000116
13-Sep-2023 16:26:32.472,-0.406704,0.298779,9.323362,0.832000000002154
13-Sep-2023 16:26:32.482,-0.439785,0.282163,9.436527,0.842000000004191
13-Sep-2023 16:26:32.492,-0.532443,0.15882,9.642947,0.851999999998952
13-Sep-2023 16:26:32.502,-0.559686,0.136516,9.8341,0.86200000000099
13-Sep-2023 16:26:32.512,-0.531994,0.165556,9.888138,0.872000000003027
13-Sep-2023 16:26:32.522,-0.546064,0.139211,9.81973,0.881999999997788
13-Sep-2023 16:26:32.532,-0.618364,0.083975,9.702673,0.891999999999825
13-Sep-2023 16:26:32.542,-0.599653,0.002844,9.474847,0.902000000001863
13-Sep-2023 16:26:32.552,-0.614472,-0.023351,9.183852,0.9120000000039
13-Sep-2023 16:26:32.562,-0.530946,-0.119452,8.965756,0.921999999998661
13-Sep-2023 16:26:32.572,-0.246238,-0.049547,8.919502,0.932000000000698
13-Sep-2023 16:26:32.582,-0.265847,0.097747,9.395063,0.942000000002736
13-Sep-2023 16:26:32.592,-0.604144,0.148192,10.021061,0.951999999997497
13-Sep-2023 16:26:32.602,-0.935854,0.144899,10.452015,0.961999999999534
13-Sep-2023 16:26:32.612,-1.122965,0.034428,10.46384,0.972000000001572
13-Sep-2023 16:26:32.622,-1.096171,-0.059875,10.152637,0.982000000003609
