Timestamp,X,Y,Z,timestamp
14-Sep-2023 13:09:42.036,0.517923,0.52915,10.244995,0
14-Sep-2023 13:09:42.046,0.682281,0.290546,10.308014,0.0100000000020373
14-Sep-2023 13:09:42.056,0.583936,0.215701,10.221345,0.0199999999967986
14-Sep-2023 13:09:42.066,0.366438,0.32707,10.080937,0.0299999999988358
14-Sep-2023 13:09:42.076,0.143551,0.460293,9.969269,0.0400000000008731
14-Sep-2023 13:09:42.086,0.063618,0.604742,9.856703,0.0500000000029104
14-Sep-2023 13:09:42.096,0.119152,0.681383,9.688004,0.0599999999976717
14-Sep-2023 13:09:42.106,0.191152,0.63962,9.623638,0.069999999999709
14-Sep-2023 13:09:42.116,0.206121,0.539927,9.647887,0.0800000000017462
14-Sep-2023 13:09:42.126,0.225282,0.48589,9.629326,0.0899999999965075
14-Sep-2023 13:09:42.136,0.360301,0.486788,9.584718,0.0999999999985448
14-Sep-2023 13:09:42.146,0.518073,0.458347,9.66106,0.110000000000582
14-Sep-2023 13:09:42.156,0.584385,0.430505,9.764345,0.120000000002619
14-Sep-2023 13:09:42.166,0.561333,0.46643,9.767788,0.129999999997381
14-Sep-2023 13:09:42.176,0.512684,0.578397,9.788445,0.139999999999418
14-Sep-2023 13:09:42.186,0.490829,0.648152,9.765542,0.150000000001455
14-Sep-2023 13:09:42.196,0.443228,0.604293,9.619596,0.160000000003492
14-Sep-2023 13:09:42.206,0.494572,0.564776,9.452992,0.169999999998254
14-Sep-2023 13:09:42.216,0.625849,0.527952,9.397009,0.180000000000291
14-Sep-2023 13:09:42.226,0.718356,0.499062,9.405092,0.190000000002328
14-Sep-2023 13:09:42.236,0.775687,0.479004,9.438473,0.19999999999709
14-Sep-2023 13:09:42.246,0.830772,0.4808,9.485026,0.209999999999127
14-Sep-2023 13:09:42.256,0.886307,0.469723,9.509275,0.220000000001164
14-Sep-2023 13:09:42.266,0.832269,0.439187,9.565409,0.230000000003201
14-Sep-2023 13:09:42.276,0.791404,0.37033,9.580228,0.239999999997963
14-Sep-2023 13:09:42.286,0.737367,0.387394,9.540111,0.25
14-Sep-2023 13:09:42.296,0.622406,0.398022,9.568702,0.260000000002037
14-Sep-2023 13:09:42.306,0.564626,0.33665,9.608968,0.269999999996799
14-Sep-2023 13:09:42.316,0.492326,0.397124,9.687704,0.279999999998836
14-Sep-2023 13:09:42.327,0.464933,0.511636,9.68037,0.290999999997439
14-Sep-2023 13:09:42.337,0.497715,0.554597,9.639055,0.300999999999476
14-Sep-2023 13:09:42.347,0.495021,0.51463,9.57933,0.311000000001513
14-Sep-2023 13:09:42.357,0.543969,0.495769,9.483978,0.321000000003551
14-Sep-2023 13:09:42.367,0.493524,0.448018,9.397009,0.330999999998312
14-Sep-2023 13:09:42.377,0.421523,0.405507,9.347162,0.341000000000349
14-Sep-2023 13:09:42.387,0.314945,0.428259,9.403895,0.351000000002387
14-Sep-2023 13:09:42.397,0.247735,0.464783,9.529783,0.360999999997148
14-Sep-2023 13:09:42.407,0.252675,0.526904,9.631272,0.370999999999185
14-Sep-2023 13:09:42.417,0.276924,0.54352,9.5937,0.381000000001222
14-Sep-2023 13:09:42.427,0.265398,0.529898,9.480984,0.39100000000326
14-Sep-2023 13:09:42.437,-0.084275,0.608934,9.301507,0.400999999998021
14-Sep-2023 13:09:42.447,-0.234862,0.545166,9.263037,0.411000000000058
14-Sep-2023 13:09:42.457,0.142055,0.415237,9.485924,0.421000000002095
14-Sep-2023 13:09:42.467,0.219593,0.108375,9.609716,0.430999999996857
14-Sep-2023 13:09:42.477,0.153431,-0.204325,9.65148,0.440999999998894
14-Sep-2023 13:09:42.487,-0.128283,-0.111518,9.679022,0.451000000000931
14-Sep-2023 13:09:42.497,0.049248,0.094005,9.615704,0.461000000002969
14-Sep-2023 13:09:42.507,-0.00973,0.01946,9.629625,0.47099999999773
14-Sep-2023 13:09:42.517,-0.172741,-0.105381,9.687704,0.480999999999767
14-Sep-2023 13:09:42.527,-0.212259,-0.172441,9.820179,0.491000000001804
14-Sep-2023 13:09:42.537,-0.169148,-0.235161,9.985435,0.500999999996566
14-Sep-2023 13:09:42.547,-0.1684,-0.285157,10.085427,0.510999999998603
14-Sep-2023 13:09:42.557,-0.205074,-0.358504,10.16117,0.52100000000064
14-Sep-2023 13:09:42.567,-0.191452,-0.378263,10.173594,0.531000000002678
14-Sep-2023 13:09:42.577,-0.157023,-0.357307,10.098001,0.540999999997439
14-Sep-2023 13:09:42.587,-0.105081,-0.346529,10.026899,0.550999999999476
