subject,task,window_id,acc_x_minimum,acc_x_maximum,acc_x_mean,acc_x_std_dev,acc_x_skewness,acc_x_kurtosis,acc_x_dominant_freq,acc_x_dominant_amplitude,acc_y_minimum,acc_y_maximum,acc_y_mean,acc_y_std_dev,acc_y_skewness,acc_y_kurtosis,acc_y_dominant_freq,acc_y_dominant_amplitude,acc_z_minimum,acc_z_maximum,acc_z_mean,acc_z_std_dev,acc_z_skewness,acc_z_kurtosis,acc_z_dominant_freq,acc_z_dominant_amplitude,gyr_x_minimum,gyr_x_maximum,gyr_x_mean,gyr_x_std_dev,gyr_x_skewness,gyr_x_kurtosis,gyr_x_dominant_freq,gyr_x_dominant_amplitude,gyr_y_minimum,gyr_y_maximum,gyr_y_mean,gyr_y_std_dev,gyr_y_skewness,gyr_y_kurtosis,gyr_y_dominant_freq,gyr_y_dominant_amplitude,gyr_z_minimum,gyr_z_maximum,gyr_z_mean,gyr_z_std_dev,gyr_z_skewness,gyr_z_kurtosis,gyr_z_dominant_freq,gyr_z_dominant_amplitude,class
S1,task_4,3,8.1028,8.421338,8.26387137125,0.058833480651419266,-0.1645590716764085,-0.30542655515622874,0.5,9.67742925821772,-0.420925,-0.179776,-0.2918262025,0.04262698535304829,-0.0062608414271505914,-0.38059105695130135,13.5,7.6116546376347785,-5.288503,-4.966672,-5.115202815,0.05907223204827946,-0.11574938438536163,-0.17460137170439483,0.5,16.758617705644138,-0.029081,0.023134,-0.00149424125,0.008820615390268892,-0.00616840189382092,0.12249234219288674,13.5,1.784270754756082,-0.025793,0.033245,0.0034021749999999995,0.010805880761274159,-0.10919873722374351,-0.2613920634735796,1.5,2.148779754898867,-0.023069,0.013515,-0.0023510925000000005,0.005644635654888963,-0.35550514267273076,0.4953234102268329,13.5,1.1525222187760011,1
S1,task_4,4,8.051008,8.421338,8.223055013749999,0.06454117289559096,0.1551221642958939,-0.2473321213111621,0.5,13.583225233322722,-0.39907,-0.179776,-0.28924557874999995,0.0429630286847168,0.06993918566990594,-0.5481643963266083,13.5,5.986046128129075,-5.37143,-4.966821,-5.180466161249999,0.07216590243579546,0.022992163124580335,-0.40574770094417056,1.0,21.083138058207425,-0.021394,0.034552,-0.0010389575000000002,0.008753470330571398,0.428021780100756,0.10569159425303543,6.5,1.6533661057028328,-0.029634,0.032829,0.0022982562499999997,0.010956222144201255,-0.16031101857440358,-0.16772058612385976,1.0,2.5275942822762167,-0.023069,0.011618,-0.0018927912500000003,0.005667397876466186,-0.5124291134733382,0.38148969157774193,13.5,0.9086557380203221,1
S1,task_4,5,8.051008,8.41086,8.193828665,0.058732448016303354,0.37236778062243947,0.12632223034812018,1.0,12.000566906592816,-0.396974,-0.120799,-0.2849691625,0.04487549007714115,0.27152881969992615,-0.02223666675138336,13.5,9.111119984309939,-5.389093,-5.055138,-5.22630590125,0.06143740072847726,0.30475757388082086,-0.2937012687971614,1.0,19.11208599751357,-0.028108,0.034552,-0.0011027812500000002,0.010130480351686115,0.14472608632236472,-0.1536303825277363,7.5,2.0249913783590747,-0.029634,0.035683,0.0022959062499999998,0.010555088037054022,-0.06885599347587358,-0.10684942799784247,0.5,1.8179046756559705,-0.019323,0.01603,-0.0015160112500000001,0.00617162038820628,-0.23544101579591695,0.11409390693328758,13.5,1.3306602272232047,1
S1,task_4,6,8.052954,8.349487,8.187040083749999,0.054935263787427434,0.1543115101707864,-0.21421228196701625,1.0,13.27244238166135,-0.396974,-0.120799,-0.27290125625,0.04351465905704175,0.22607867551794048,-0.10635686531863131,1.0,9.057106579564316,-5.389093,-5.055138,-5.238025394999999,0.05728374117034845,0.29634872888264835,-0.009629312741592067,1.0,19.969389076459997,-0.028108,0.025858,-0.0016026887499999997,0.009501068240828157,0.06577416511353174,-0.13248277940550368,7.0,1.7368038229175888,-0.022644,0.035683,0.00354564,0.010569056135147548,-0.043488639584269094,-0.3990161766679976,1.0,2.892505090541752,-0.019323,0.01603,-0.0015755124999999998,0.006079702093223298,-0.20301765103239147,0.18737505051072656,1.0,1.0599006867107745,1
S2,task_1,1,6.542595,12.734618,8.823042755,0.46363027038542254,2.1969567584802467,18.620178198772145,1.0,52.6499454293909,-1.069376,1.002615,-0.10806888999999999,0.2190901036602701,1.9284559895888231,7.237004478285231,0.5,45.85887855001542,-5.964497,-0.439486,-4.02627650625,0.5585506425468195,1.9966431969175196,7.42222829804105,1.0,146.33712078495032,-0.624592,0.30782,0.001037205,0.08412406626621763,-2.2516204867320506,16.766006569731143,2.0,13.320126957234537,-1.356811,1.301067,-0.015593082499999997,0.20845396512169226,-0.7755154679065437,14.931512326949896,9.5,31.391249253202982,-1.238698,1.093505,0.009498025,0.1552510625586404,0.4863920999783943,23.84091489400091,11.0,21.15230316657099,0
S2,task_1,2,8.667426,8.998837,8.82973814125,0.05073209237367705,0.45797332533744683,0.29667950348434946,0.5,18.40036051724005,-0.503852,0.01931,-0.20680787125,0.07757406438296355,-0.48054764832246727,0.8183956132281374,1.5,23.464047235602617,-4.233796,-3.855083,-4.05272331625,0.08044386506237586,0.0766424404663503,-0.8874996569556948,0.5,39.38878284559471,-0.145135,0.251489,0.017005525,0.06250147725469675,1.3786249776891781,3.4617281104807702,2.0,21.635449994680574,-0.057638,0.042039,0.00535950625,0.013450016961512016,-1.1854156809930203,4.2961086370783645,3.0,2.715959133590197,-0.092899,0.05949,-0.0080995025,0.02410567933848772,-0.5220183606523238,1.7402743230968696,1.0,7.832386498709232,0
S2,task_1,3,8.715027,9.119486,8.85777915125,0.04677049365415521,0.561130934731699,2.6461675335987387,16.0,7.078384401348174,-0.503852,-0.022902,-0.22091266125,0.07082149896550834,-0.59604717680574,1.2075907431616066,1.0,17.93405304296055,-4.166735,-3.855083,-3.99152252625,0.050167562144919006,-0.5591968216343862,1.0931068054959914,0.5,12.792038259948116,-0.128002,0.251489,0.005200221250000001,0.05994277745406279,2.0040564137616506,5.721073835055289,2.0,15.387591528782105,-0.057638,0.051448,0.00423697625,0.013843898756065285,-0.9884532383281326,3.6934676526844683,2.5,2.916054896884511,-0.092899,0.052161,-0.004031696249999999,0.021364491357600487,-1.091372252997045,3.933662974517576,0.5,6.455810726997835,0
S2,task_1,4,8.729397,9.119486,8.8516118025,0.043076838402597455,0.952296439091586,3.908698525668698,0.5,8.389236297403937,-0.378712,-0.088316,-0.21547166500000003,0.04052500788239004,-0.19875170455321484,1.0112590427180281,2.5,6.217656030480073,-4.126469,-3.871699,-4.0028064500000005,0.046038711731405994,0.01048079075769426,-0.3268282945584309,0.5,18.1152587842095,-0.128002,0.032625,-0.014087782500000002,0.028437102880175643,-2.3890295016324496,5.7580913853659474,0.5,7.196746158867377,-0.034858,0.051448,0.00433314,0.010952487416011944,-0.02361800756852052,1.9819282644165161,15.5,1.8412134523011792,-0.027905,0.052161,0.0036578750000000005,0.01297789696780164,1.3481688144924615,2.4768465608086885,0.5,3.3011525846869008,0
S2,task_1,5,8.75694,8.958271,8.83925516625,0.02827992753612734,0.33057502362161034,0.6829705698726278,1.0,4.5332379444955615,-0.33171,-0.100441,-0.22734778499999997,0.030872982397296425,0.6837117653664868,1.4517320042040094,0.5,6.75062396310652,-4.126469,-3.884722,-4.02813060125,0.03527458689268733,0.951416788605174,2.492630812695184,1.0,10.29790263847445,-0.123589,0.025452,-0.0055555150000000005,0.017542501727227364,-4.075509546666728,21.391146146392366,0.5,3.703486646206621,-0.029107,0.025053,0.0033005287499999997,0.007768423377473285,-1.0132985777816603,2.3751813783839806,1.0,1.324568531466517,-0.02406,0.034812,0.00031349875,0.007222758058041156,1.5831665928181673,5.0733396144090985,1.0,1.5070802655113733,0
S2,task_1,6,8.762478,8.896749,8.83368599625,0.02222792008367487,-0.13363867885258177,0.0843688259607065,33.0,3.2980656735689493,-0.33171,-0.182171,-0.24369154999999998,0.020829486252005834,-0.190076070066908,0.4168500847975838,1.5,3.9377232900992376,-4.13066,-3.954028,-4.03981549125,0.02607585471331523,-0.11011923918521524,0.2153421778808804,0.5,6.470402952089645,-0.017555,0.016385,-0.0009239987499999999,0.004789186051277236,0.08965447398182937,0.6870847066110528,9.5,0.9283056566807827,-0.013861,0.013955,0.00331798,0.004283785010023263,-0.3535634639269855,0.36456771363672136,22.0,0.5566037851427219,-0.011732,0.006496,-0.0014675275,0.002824666135890001,-0.2497309481039809,0.12527688403220205,4.5,0.48473631917557647,0
S2,task_2,1,8.71847,8.884026,8.8009180175,0.027598475590550193,-0.29569263045601035,-0.144230115026879,0.5,5.947966367235929,-0.396525,-0.159119,-0.277464875,0.03561365512397422,-0.29034865186836706,0.4468014265071454,0.5,13.160118915008523,-4.209097,-4.013604,-4.1109232225,0.03532979143450316,-0.24311568674500914,-0.40178143775327246,0.5,11.982813049115277,-0.027358,0.016638,-0.0007443362499999997,0.005995295665618664,-0.5965584471900168,1.747246925287131,3.0,0.9421067268092106,-0.012339,0.017247,0.00293166,0.005496999937411315,-0.23364210511574993,-0.2782051589442345,1.0,1.027137335139603,-0.015175,0.008234,-0.0014091562499999998,0.003955839218400557,-0.6647385471918479,0.6830964841964802,1.5,0.747523437904261,1
S2,task_2,2,8.674461,8.899144,8.78166037125,0.02923053973181855,-0.11577013395832485,-0.1814380844436685,32.0,5.721060409415087,-0.396525,-0.159119,-0.29751959874999995,0.03708319782910784,0.11363572501026499,0.3583880850371566,1.0,12.73941079820811,-4.244424,-4.038302,-4.15014895875,0.03378751816032879,0.18763275526951326,-0.35567538622529415,0.5,8.716813866354503,-0.027358,0.024445,-7.996999999999997e-05,0.007456562005649789,-0.48567372515203344,0.8333278335612149,1.5,1.1570818583984108,-0.012844,0.021821,0.0031919099999999996,0.005926915477877173,-0.07181811756209576,-0.3004033337134109,2.0,0.8759632323273925,-0.015175,0.015379,-0.00131647,0.004840213452844823,-0.27155489857447596,0.14930730415534477,3.0,0.7952212686370399,1
S2,task_2,3,8.645422,8.899144,8.771481925,0.03322768594247687,-0.511328012166318,0.81675420586493,1.5,7.110151087334791,-0.395777,-0.173938,-0.31016698,0.036203333173543566,0.2078958447395151,-0.33257241235331003,0.5,10.08893774439495,-4.307592,-4.038302,-4.1698268625,0.04395936839993375,-0.32409690148810477,0.26477438264299025,1.5,13.45781510422331,-0.025286,0.024445,-0.0007218999999999999,0.007719830694225101,-0.11954477603531671,-0.12009314580332475,1.5,1.3973784058608834,-0.024781,0.023654,0.00435762375,0.00836844287978271,-0.508339655306555,0.17013112937203045,1.5,2.6281268604614527,-0.015596,0.015379,-0.00161610625,0.004442650549498681,-0.16288318629121643,0.9235572440728497,1.5,0.84654884700443,1
