timestamp,subject,excercise,datatype,x,y,z
0.01,test_calibration,cal2,acc,0.3024725866666667,1.6145195644444446,11.051161395555557
0.02,test_calibration,cal2,acc,0.29369917333333334,1.600383128888889,11.073432791111111
0.03,test_calibration,cal2,acc,0.28492576000000003,1.5862466933333335,11.095704186666667
0.04,test_calibration,cal2,acc,0.27615234666666666,1.572110257777778,11.117975582222222
0.05,test_calibration,cal2,acc,0.26737893333333335,1.5579738222222224,11.140246977777778
0.06,test_calibration,cal2,acc,0.25860552000000003,1.5438373866666668,11.162518373333334
0.07,test_calibration,cal2,acc,0.2498321066666667,1.5297009511111113,11.184789768888889
0.08,test_calibration,cal2,acc,0.24105869333333335,1.5155645155555557,11.207061164444445
0.09,test_calibration,cal2,acc,0.23228528,1.5014280800000002,11.22933256
0.1,test_calibration,cal2,acc,0.22351186666666667,1.4872916444444446,11.251603955555556
0.11,test_calibration,cal2,acc,0.21473845333333336,1.473155208888889,11.273875351111112
0.12,test_calibration,cal2,acc,0.20596504000000002,1.4590187733333335,11.296146746666667
0.13,test_calibration,cal2,acc,0.19719162666666668,1.444882337777778,11.318418142222223
0.14,test_calibration,cal2,acc,0.18841821333333336,1.4307459022222222,11.340689537777779
0.15,test_calibration,cal2,acc,0.17964480000000002,1.4166094666666669,11.362960933333333
0.16,test_calibration,cal2,acc,0.17087138666666668,1.402473031111111,11.38523232888889
0.17,test_calibration,cal2,acc,0.16209797333333334,1.3883365955555558,11.407503724444444
0.18,test_calibration,cal2,acc,0.15332456,1.37420016,11.42977512
0.19,test_calibration,cal2,acc,0.14455114666666669,1.3600637244444447,11.452046515555557
0.2,test_calibration,cal2,acc,0.13577773333333334,1.345927288888889,11.474317911111111
0.21,test_calibration,cal2,acc,0.12700432,1.3317908533333334,11.496589306666667
0.22,test_calibration,cal2,acc,0.11823090666666669,1.3176544177777778,11.518860702222222
0.23,test_calibration,cal2,acc,0.10945749333333335,1.3035179822222223,11.541132097777778
0.24,test_calibration,cal2,acc,0.10068408000000001,1.2893815466666667,11.563403493333334
0.25,test_calibration,cal2,acc,0.09191066666666667,1.2752451111111112,11.585674888888889
0.26,test_calibration,cal2,acc,0.08313725333333333,1.2611086755555556,11.607946284444445
0.27,test_calibration,cal2,acc,0.07436384000000001,1.24697224,11.63021768
0.28,test_calibration,cal2,acc,0.06559042666666667,1.2328358044444445,11.652489075555556
0.29,test_calibration,cal2,acc,0.05681701333333333,1.218699368888889,11.674760471111112
0.3,test_calibration,cal2,acc,0.04804360000000002,1.2045629333333334,11.697031866666666
0.31,test_calibration,cal2,acc,0.03927018666666665,1.1904264977777779,11.719303262222223
0.32,test_calibration,cal2,acc,0.030496773333333338,1.1762900622222223,11.741574657777779
0.33,test_calibration,cal2,acc,0.021723360000000025,1.1621536266666668,11.763846053333333
0.34,test_calibration,cal2,acc,0.012949946666666656,1.1480171911111112,11.78611744888889
0.35,test_calibration,cal2,acc,0.0041765333333333154,1.1338807555555557,11.808388844444444
0.36,test_calibration,cal2,acc,-0.004596880000000025,1.1197443200000001,11.83066024
0.37,test_calibration,cal2,acc,-0.013370293333333338,1.1056078844444446,11.852931635555557
0.38,test_calibration,cal2,acc,-0.02214370666666665,1.091471448888889,11.875203031111111
0.39,test_calibration,cal2,acc,-0.03091712000000002,1.0773350133333335,11.897474426666667
0.4,test_calibration,cal2,acc,-0.03969053333333333,1.063198577777778,11.919745822222222
0.41,test_calibration,cal2,acc,-0.048463946666666674,1.0490621422222224,11.942017217777778
0.42,test_calibration,cal2,acc,-0.057237360000000015,1.0349257066666668,11.964288613333334
0.43,test_calibration,cal2,acc,-0.06601077333333333,1.020789271111111,11.986560008888889
0.44,test_calibration,cal2,acc,-0.07478418666666664,1.0066528355555557,12.008831404444445
0.45,test_calibration,cal2,acc,-0.08355760000000001,0.9925164000000001,12.0311028
0.46,test_calibration,cal2,acc,-0.09233101333333332,0.9783799644444445,12.053374195555556
0.47,test_calibration,cal2,acc,-0.10110442666666666,0.964243528888889,12.075645591111112
0.48,test_calibration,cal2,acc,-0.10987784,0.9501070933333334,12.097916986666666
0.49,test_calibration,cal2,acc,-0.11865125333333332,0.9359706577777779,12.120188382222223
0.5,test_calibration,cal2,acc,-0.12742466666666669,0.9218342222222223,12.142459777777777
0.51,test_calibration,cal2,acc,-0.13619808,0.9076977866666668,12.164731173333333
0.52,test_calibration,cal2,acc,-0.14497149333333337,0.8935613511111112,12.18700256888889
0.53,test_calibration,cal2,acc,-0.15374490666666668,0.8794249155555557,12.209273964444444
0.54,test_calibration,cal2,acc,-0.16251832,0.8652884800000001,12.23154536
0.55,test_calibration,cal2,acc,-0.17129173333333336,0.8511520444444446,12.253816755555555
0.56,test_calibration,cal2,acc,-0.18006514666666668,0.8370156088888889,12.27608815111111
0.57,test_calibration,cal2,acc,-0.18883856000000002,0.8228791733333334,12.298359546666667
0.58,test_calibration,cal2,acc,-0.19761197333333336,0.8087427377777778,12.320630942222222
