subject,acc_x_minimum,acc_x_maximum,acc_x_mean,acc_x_std_dev,acc_x_skewness,acc_x_kurtosis,acc_x_dominant_freq,acc_x_dominant_amplitude,acc_y_minimum,acc_y_maximum,acc_y_mean,acc_y_std_dev,acc_y_skewness,acc_y_kurtosis,acc_y_dominant_freq,acc_y_dominant_amplitude,acc_z_minimum,acc_z_maximum,acc_z_mean,acc_z_std_dev,acc_z_skewness,acc_z_kurtosis,acc_z_dominant_freq,acc_z_dominant_amplitude,gyr_x_minimum,gyr_x_maximum,gyr_x_mean,gyr_x_std_dev,gyr_x_skewness,gyr_x_kurtosis,gyr_x_dominant_freq,gyr_x_dominant_amplitude,gyr_y_minimum,gyr_y_maximum,gyr_y_mean,gyr_y_std_dev,gyr_y_skewness,gyr_y_kurtosis,gyr_y_dominant_freq,gyr_y_dominant_amplitude,gyr_z_minimum,gyr_z_maximum,gyr_z_mean,gyr_z_std_dev,gyr_z_skewness,gyr_z_kurtosis,gyr_z_dominant_freq,gyr_z_dominant_amplitude,COP
S1,6.728358,8.687185,7.727619297900263,0.5580008755744987,0.05519832483659913,-1.5848242574498768,0.0,5888.445905,-0.750988,-0.115709,-0.3814011640419948,0.09433944654484137,-0.520772317203983,0.9838623184535558,0.0,290.627687,-6.905141,-4.666396,-5.823394139107612,0.7370080116824083,0.14235835490883422,-1.6642632431097224,0.0,4437.426334,-0.084259,0.091805,-0.0061727910643889616,0.02809333256710612,0.40488309369177966,1.1939883743770157,0.003942181340341655,4.952484723776843,-0.209961,0.279728,0.012370676741130087,0.08715333813683063,0.6800666007128299,1.165293688311932,0.001314060446780552,35.14621202313725,-0.065934,0.074769,0.0024479369250985546,0.020252134256567043,-0.2910468968784986,1.0105715035425522,0.001314060446780552,3.378056569243053,0.07185392777884969
S1,7.369475,8.854387,7.967162359030837,0.4035819554930125,0.8235552936269005,-0.7041713382286297,0.0,3617.0917109999996,-0.681533,-0.141755,-0.44365955066079293,0.08899253776065956,0.5025663664403248,1.0154436032396097,0.0,201.42143599999997,-6.279741,-4.275559,-5.517905072687224,0.5730305146020437,0.9389043432944499,-0.5179898623159787,0.0,2505.128903,-0.076098,0.11082,-0.003794982378854626,0.02747380730282414,0.6443977921395839,2.4886218501669566,0.011013215859030838,3.8116007261173945,-0.289531,0.250227,-0.0076351894273127725,0.10806185642058615,-0.3405019685819499,0.6151136445320096,0.0022026431718061676,23.72432783319204,-0.046961,0.048101,6.9471365638766305e-06,0.015086412183961955,0.10951397502618383,1.0296747136772444,0.03524229074889868,1.6315235625073377,0.08348360267902333
S2,7.336095,9.647737,8.423389011574075,0.4103068274762401,0.7405535564346493,0.039824291989998706,0.0,3638.904053,-1.381028,-0.737816,-1.027006673611111,0.11736167449245434,-0.3915839727655718,0.06226914268995998,0.0,443.666883,-5.622757,-2.709965,-4.6818044490740744,0.7527876643740008,1.2121578093727292,0.1116247636353851,0.0,2022.5395219999998,-0.137456,0.085718,-0.004523738425925925,0.0400662503903484,-0.7974356627653788,0.680481413356067,0.0023148148148148147,5.457140317885641,-0.354466,0.230292,-0.014643298611111109,0.12044381841827802,-0.48437084008038145,-0.03370998067231579,0.0023148148148148147,24.007779677802553,-0.071622,0.096748,-0.005086511574074075,0.02156591279565608,1.077989476287713,4.043869625155077,0.0,2.197373,0.10135496723281634
S2,8.187823,9.441766,8.986053120040692,0.2917446270029553,-0.7864766473297441,-0.5995006423546885,0.0,8833.290216999998,-1.403182,-0.8896,-1.206814996948118,0.08229088174631215,1.2361821279123038,1.9726715635416658,0.0,1186.2991419999998,-4.771178,-2.62569,-3.4136931515768056,0.6896703819941181,-0.48032498007505015,-1.3159839555099688,0.0,3355.6603679999994,-0.082239,0.079389,0.0005125239064089522,0.019307885419166494,0.024122465097156154,2.8276509782469192,0.009155645981688708,4.316654312435511,-0.140195,0.250318,-0.0032591770091556465,0.0533653613800871,1.5042376254974683,4.244794386851724,0.001017293997965412,22.229513331728636,-0.038525,0.062303,-0.002533824008138352,0.010929823709759876,0.6126767198656031,4.453739535275774,0.0,2.4907489999999997,0.10411533972917231
S3,7.705826,9.653426,8.558772613566289,0.4855818282328335,-0.37162191225826197,-1.5348163562137114,0.0,8327.685753000002,-0.649649,0.376317,-0.06458108221993833,0.1458188085564847,0.11828902405509865,0.09767342339746987,0.0010277492291880781,72.29158658410455,-5.939798,-3.385659,-4.496157480986639,0.8503198250196858,-0.40567545949888634,-1.6294773128503388,0.0,4374.761229,-0.174369,0.1938,-0.00862532785200411,0.03657995678726316,0.5255078017414848,9.207918888842139,0.011305241521068859,10.05785536257602,-0.216261,0.258833,0.007097907502569371,0.09042589864808909,0.135915664240275,0.4953040451176358,0.0010277492291880781,42.388743552368545,-0.077458,0.096879,0.0009220760534429591,0.019786911249111572,1.4551682507026376,5.7857832131053435,0.0010277492291880781,4.373577575365509,0.13210455974222757
S3,7.729626,9.087902,8.23255807857143,0.41064377263822655,0.7901744375319211,-0.8132118454772406,0.0,4610.232524,-0.240101,0.23067,-0.03964745,0.08859123558415165,0.26258221381473046,-0.46743816545020156,0.0017857142857142857,27.167625608327718,-5.870642,-3.521128,-5.098942048214285,0.7069689212818265,0.9315623826692431,-0.535467437485571,0.0,2855.407547,-0.101216,0.02635,-0.007412344642857141,0.02656053236699218,-1.775014379519507,2.782882230779294,0.005357142857142857,5.724417810383823,-0.145028,0.275229,-0.0030142678571428556,0.10560964266038769,1.0056688794441744,0.28620541297475555,0.0017857142857142857,29.472410912261452,-0.026674,0.086715,-0.0007009803571428568,0.021215590180483607,1.8698024782613987,3.2855086364062176,0.0017857142857142857,4.435075517907158,0.13297151350513992
S4,8.625513,9.917926,9.281227306553912,0.26276020018751256,-0.1390514394107094,-0.891780884362197,0.0,4390.0205160000005,-0.637524,0.046404,-0.30659794714587735,0.12355501509078483,0.16913407287549442,-0.09235908749857202,0.0,145.020829,-3.80374,-1.416504,-2.766842202959831,0.7021124455071078,0.46857035644912187,-1.3532418815078748,0.0,1308.716362,-0.107971,0.118338,0.005220156448202958,0.036361373738418676,0.25452776288706613,1.2046216279502957,0.0021141649048625794,4.881082818672648,-0.293162,0.242022,-0.0035555158562367854,0.10569860743560695,-0.0283123606015855,0.9919145601234809,0.0021141649048625794,26.470957126479977,-0.055097,0.038171,-0.0027742515856236786,0.017041743549213614,-0.3971445159927211,0.38503616175838706,0.004228329809725159,1.9973105539499272,0.05606674455492244
S4,7.037316,10.966495,9.130468288343558,0.40829620942158334,-0.3437037605404471,4.626922841992386,0.0,4464.798993,-0.630639,0.988395,-0.10295033537832311,0.20287664565657304,0.7796101262476057,3.478542037215763,0.0,50.342714,-4.8809,-0.62525,-3.1722808241308798,0.903647475115998,1.057871445864787,-0.11594248420687547,0.0,1551.245323,-0.201463,0.218382,-0.004992456032719836,0.053630943163372004,0.36545082458691286,2.680172852265593,0.006134969325153375,6.211303706343763,-0.394596,0.343329,-0.019666251533742327,0.1349126615227943,0.18537490689657893,1.0163449716083512,0.002044989775051125,30.01362412275168,-0.163342,0.094904,-0.00453517791411043,0.02981147417713142,-1.180758973194202,6.220920657175601,0.07770961145194274,2.8991343140945802,0.0702950542448213
S5,8.379874,9.513018,8.987418201101928,0.280770579714777,-0.18515270756918484,-1.5866373777742462,0.0,6524.865614,-0.146845,0.314346,0.11855017906336088,0.0832848145916477,0.004631065433502904,-0.7567351809993847,0.0,86.06743,-4.563111,-2.742148,-3.6098117548209365,0.6413222160580505,-0.05596633099857162,-1.7874965585641023,0.0,2620.7233340000002,-0.044548,0.040487,-0.0009488236914600552,0.0163741413462448,-0.15961730402529276,0.2724084814202956,0.009641873278236915,2.9136943727430467,-0.215629,0.295125,0.004198758953168049,0.08547973595764503,1.066996053291813,2.893442290037946,0.0013774104683195593,29.001614863689422,-0.032398,0.046077,-0.0020574655647382927,0.01247724674816823,1.2956991366961501,3.5375227134170704,0.0013774104683195593,3.607741062203315,0.08794078354804447
S5,8.624465,9.451645,9.01504396681416,0.21709479363960946,0.41668798028223136,-0.9651634110064187,0.0,4074.799873000001,-0.200433,0.324076,0.12030305530973451,0.09269776991650668,-0.9226977940595164,0.58855941951325,0.0,54.376981,-4.234993,-2.549199,-3.575895280973451,0.4901511587842487,0.6456951039411665,-0.8812170382250284,0.0,1616.3046669999999,-0.058573,0.056699,-0.0009186659292035398,0.021989915041270524,0.14763562899691557,-0.5360501296318878,0.008849557522123894,3.9975243317441707,-0.139723,0.199764,0.0008038960176991215,0.08568144751844547,0.7623875596578961,-0.09572813303682581,0.0022123893805309734,19.662575873305258,-0.030537,0.047136,-0.0019129734513274343,0.013354859205321938,0.7039296673047476,0.8336177812980403,0.0022123893805309734,2.4303712946716347,0.09213234559925843
